name,price_level,rating,user_rating_count,business_status,phone,website,google_maps_url,address,latitude,longitude,primary_type,types,opening_hours,source_label,source_query,source_type,source_area,id
Abu Khaled - أبو خالد‎,PRICE_LEVEL_MODERATE,4,835,OPERATIONAL,011 41336201,https://www.facebook.com/abu.khaled.restaurant.eg?mibextid=ZbWKwL,https://maps.google.com/?cid=1468377546630389585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"شارع Al Mehwar Al Markazi, First 6th of October, Giza Governorate 3232030, Egypt",29.9732598,30.9452455,barbecue_restaurant,barbecue_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJR7CwevdWWBQRUV8QT5m5YBQ
Kansas Fried Chicken,PRICE_LEVEL_MODERATE,4,663,OPERATIONAL,02 25997739,http://order.kansaschicken.com/,https://maps.google.com/?cid=13796693616704132891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Mall of Arabia, First 6th of October, Giza Governorate 3236220, Egypt",30.0052581,30.9726407,fast_food_restaurant,fast_food_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 1:00 AM | Friday: 10:00 AM – 1:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJySXIWURXWBQRG5eMEr-zd78
أبو حسين العراقى,PRICE_LEVEL_MODERATE,4,614,OPERATIONAL,011 16290294,https://web.facebook.com/abo.hussien.iraqi,https://maps.google.com/?cid=4111041818752407379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Mecca El-Mokarrama, First 6th of October, Giza Governorate 3231423, Egypt",29.9798954,30.9419277,restaurant,restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 2:00 AM | Tuesday: 9:00 AM – 2:00 AM | Wednesday: 9:00 AM – 2:00 AM | Thursday: 9:00 AM – 2:00 AM | Friday: 9:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJiU5P84bQXhQRU1eDv8BaDTk
Melouk El Pizza,PRICE_LEVEL_MODERATE,4,445,OPERATIONAL,010 25150090,,https://maps.google.com/?cid=14325369734111395765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"321- ش الخزان - الحي الرابع بجوار كاريزما للمفروشات, مطعم ملوك البيتزا, قسم أول 6 أكتوبر، قسم ثان 6 أكتوبر، محافظة الجيزة 12563, Egypt",29.956106,30.921058000000002,pizza_restaurant,pizza_restaurant; pastry_shop; dessert_shop; confectionery; bakery; food_store; store; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJ8Ub-BHNWWBQRtX_Xxd_vzcY
مطعم وكافيه قصر الشوق,PRICE_LEVEL_MODERATE,4,275,OPERATIONAL,,,https://maps.google.com/?cid=9639077935488668393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"الحي الرابع، قسم أول 6 أكتوبر، اول 6 أكتوبر،، First 6th of October, 6th of October City (2), Giza Governorate 3225650, Egypt",29.9603596,30.9295221,japanese_izakaya_restaurant,japanese_izakaya_restaurant; japanese_restaurant; restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 2:01 AM | Tuesday: 9:00 AM – 2:01 AM | Wednesday: 9:00 AM – 2:01 AM | Thursday: 9:00 AM – 2:01 AM | Friday: 9:00 AM – 2:01 AM | Saturday: 9:00 AM – 2:01 AM | Sunday: 9:00 AM – 2:01 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJO9LPlKVXWBQR6ZIb80_ixIU
McDonald's - Zayed,PRICE_LEVEL_MODERATE,3.9,2282,OPERATIONAL,02 21600377,https://www.mcdonalds.eg/,https://maps.google.com/?cid=1174920596348938161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dr Atef Sedky, مديبة, First Al Sheikh Zayed, Giza Governorate 3244401, Egypt",30.0305201,31.001752699999997,fast_food_restaurant,fast_food_restaurant; breakfast_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJkUk1O49bWBQRsSersA4oThA
كبابجي الأزهر فرحات - الشيخ زايد,PRICE_LEVEL_MODERATE,3.9,2116,OPERATIONAL,010 32999000,https://kababgyfarahat.com/,https://maps.google.com/?cid=4833155630175374954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"First 6th of October, Giza Governorate 3292301, Egypt",30.016537800000002,31.004886100000004,restaurant,restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 3:00 AM | Tuesday: 12:00 PM – 3:00 AM | Wednesday: 12:00 PM – 3:00 AM | Thursday: 12:00 PM – 3:00 AM | Friday: 12:00 PM – 3:00 AM | Saturday: 12:00 PM – 3:00 AM | Sunday: 12:00 PM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJB2tj1Y1bWBQRak7IQHDREkM
مطعم تنورين الاردن - بيت فارس,PRICE_LEVEL_MODERATE,3.9,366,OPERATIONAL,011 15757448,,https://maps.google.com/?cid=7333985264911863268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"الفيومي، عماره ٤٠٠، First 6th of October, Giza Governorate 3232635, Egypt",29.975733299999998,30.952729700000003,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: 11:30 AM – 11:00 PM | Saturday: 11:30 AM – 11:00 PM | Sunday: 11:30 AM – 11:00 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJb32EpB1XWBQR5E0Fx72Mx2U
Saray Fatma,PRICE_LEVEL_MODERATE,3.9,258,OPERATIONAL,010 63610514,,https://maps.google.com/?cid=3331906658342727284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مول زايد 34, First Al Sheikh Zayed, Giza Governorate 3241105, Egypt",30.022049199999998,30.9709934,restaurant,restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJ1Wy-sshZWBQRdO5G23NPPS4
مطعم و كباب العربي الشيخ زايد,PRICE_LEVEL_MODERATE,3.9,257,OPERATIONAL,02 38523042,,https://maps.google.com/?cid=5343008051919384684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Ahmed zewel, First Al Sheikh Zayed, Giza Governorate 3245411, Egypt",30.037169799999997,31.011013599999995,barbecue_restaurant,barbecue_restaurant; restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 1:00 AM | Tuesday: 10:00 AM – 1:00 AM | Wednesday: 10:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 1:00 AM | Sunday: 10:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJXfStfkdaWBQRbPC0xoMtJko
فطير الأنفوشي,PRICE_LEVEL_MODERATE,3.9,251,OPERATIONAL,011 26758202,,https://maps.google.com/?cid=7267293828904088145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"شيل اوت بجوار دولفين مول، First 6th of October, Giza Governorate 3233404, Egypt",29.971442600000003,30.9610813,restaurant,restaurant; pizza_restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 1:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJZ3VOvuVXWBQRUXI3zjud2mQ
KFC | Mall Of Arabia,PRICE_LEVEL_MODERATE,3.9,76,OPERATIONAL,0219019,https://egypt.kfc.me/,https://maps.google.com/?cid=1294906574486453711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"26th of July Corridor, Al Giza Desert, 2X4F+73G، قسم أول 6 أكتوبر، محافظة الجيزة 3236220, Egypt",30.0056875,30.9726875,fast_food_restaurant,fast_food_restaurant; chicken_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJWbTSnDtXWBQRzz2VNatu-BE
Pizza Hut | October Hosary,PRICE_LEVEL_MODERATE,3.8,835,OPERATIONAL,0219000,https://www.americanarestaurants.com/,https://maps.google.com/?cid=1374039589096471182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"شارع Al Mehwar Al Markazi Al Nassr St, First 6th of October, Giza Governorate 3232412, Egypt",29.971709699999998,30.944391200000002,fast_food_restaurant,fast_food_restaurant; pizza_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJbXF3rPdWWBQRjjpr77mRERM
Hadramout,PRICE_LEVEL_MODERATE,3.8,725,OPERATIONAL,010 01457787,,https://maps.google.com/?cid=8814041613274212240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"22Q6+8V8, Street 39, First Al Sheikh Zayed, Giza Governorate 3245440, Egypt",30.0382862,31.0121942,restaurant,restaurant; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJ6_f4vkdaWBQRkGe4AibEUXo
حمزة,PRICE_LEVEL_MODERATE,3.8,699,OPERATIONAL,010 65349783,,https://maps.google.com/?cid=17983762697640820058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"XWGV+6HW, Divided from Al Mehwar, First 6th of October, Giza Governorate 12591, Egypt",29.975659600000004,30.9438907,restaurant,restaurant; food; point_of_interest; establishment,Monday: 1:00 PM – 2:00 AM | Tuesday: 1:00 PM – 2:00 AM | Wednesday: 1:00 PM – 2:00 AM | Thursday: 1:00 PM – 2:00 AM | Friday: 1:00 PM – 2:00 AM | Saturday: 1:00 PM – 2:00 AM | Sunday: 1:00 PM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJI98YnlFXWBQRWj3NNeQok_k
